purchase_order_id,purchase_order_date,supplier_id,supplier_name,equipment_category,equipment_type,manufacturer,part_number,order_quantity,unit_cost,total_order_value,currency,procurement_status,buyer,contract_type,production_start_date,supplier_committed_date,original_eta,current_eta,actual_delivery_date,required_on_site_date,shipment_status,shipping_mode,origin_country,destination_country,destination_site,freight_forwarder,customs_status,incoterm,warehouse_receipt_status,tracking_update_date,planned_lead_time_days,current_expected_lead_time_days,actual_lead_time_days,delay_days,supplier_capacity_utilization,supplier_on_time_delivery_rate,historical_supplier_delay_rate,equipment_criticality,alternative_supplier_available,inventory_buffer_days,deployment_dependency,data_center_site,planned_compute_capacity_mw,planned_gpu_capacity,project_phase,required_capacity_date,installation_start_date,_true_arrival,lead_time_variance,supply_concentration,missed_required_date
PO-1854,2025-09-29,SUP-005,NVIDIA Networking,InfiniBand Switches,Quantum-X800 switch,NVIDIA Networking,NVI-IS-2889,27,60244.54,1626602.58,USD,Delivered,M. Delgado,Master Supply Agreement,2025-10-14,2026-02-15,2026-02-15,2026-05-05,2026-05-05,2026-12-20,Delivered,Air,Israel,United States,PHX-04,Flexport,Cleared,FOB,Received,2026-07-14,139,218.0,218.0,79.0,0.929,0.593,0.436,critical,False,13,High,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-05-05,22.1,1.0,0
PO-1855,2025-06-29,SUP-D01,WWT,Network Equipment,800G data center switch,Cisco,CIS-NE-2674,70,67480.36,4723625.2,USD,Delivered,M. Delgado,Master Supply Agreement,2025-07-10,2025-09-06,2025-09-06,2025-09-05,2025-09-05,2027-01-17,Delivered,Air,Mexico,United States,PHX-04,DHL Industrial Projects,Cleared,DDP,Received,2026-07-11,69,68.0,68.0,-1.0,0.674,0.686,0.352,high,True,25,Medium,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2025-09-05,26.2,0.268,0
PO-1856,2026-01-10,SUP-004,NVIDIA,NVIDIA GPU Systems,DGX B200 system,NVIDIA,NVI-NGS-2152,10,415164.44,4151644.4,USD,In Production,J. Marsh,Framework Agreement,2026-01-25,2026-07-09,2026-07-09,2026-11-02,,2026-09-07,Not Shipped,Air,Taiwan,United States,RIC-05,DB Schenker,Pending,DDP,Pending,2026-07-15,180,296.0,,116.0,0.907,0.591,0.416,critical,False,7,High,RIC-05,90,60000,Phase 3 expansion,2026-12-14,2026-09-14,2026-10-31,23.2,1.0,1
PO-1857,2025-07-18,SUP-D02,Insight Enterprises,Network Equipment,Top-of-rack switch,Arista,ARI-NE-9899,47,84256.99,3960078.53,USD,Delivered,S. Park,Capacity Reservation,2025-07-30,2025-10-04,2025-10-04,2025-10-22,2025-10-22,2025-10-27,Delivered,Air,United States,United States,DFW-03,Flexport,Not required,DAP,Received,2026-07-15,78,96.0,96.0,18.0,0.703,0.675,0.352,high,True,28,Medium,DFW-03,150,100000,Phase 1 build,2027-03-15,2026-10-14,2025-10-22,22.0,0.21,0
PO-1858,2026-07-12,SUP-002,Dell,GPU Servers,4U 8-GPU air-cooled server,Dell,DEL-GS-3478,13,262972.99,3418648.87,USD,Ordered,L. Tran,Spot PO,2026-07-26,2026-10-30,2026-10-30,2026-10-31,,2026-10-28,Not Shipped,Ocean,Mexico,United States,PHX-04,Flexport,Pending,FOB,Pending,2026-07-14,110,111.0,,1.0,0.919,0.55,0.453,critical,False,5,High,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-11-26,22.4,0.259,1
PO-1859,2026-07-06,SUP-D02,Insight Enterprises,Network Equipment,DCI router,Juniper,JUN-NE-9654,44,39365.27,1732071.88,USD,Ordered,A. Whitfield,Capacity Reservation,2026-07-22,2026-11-07,2026-11-07,2026-11-09,,2026-11-07,Not Shipped,Ocean,United States,United States,DFW-03,Expeditors,Not required,FOB,Pending,2026-07-15,124,126.0,,2.0,0.703,0.675,0.352,high,False,14,Medium,DFW-03,150,100000,Phase 1 build,2027-03-15,2026-10-14,2026-12-14,22.0,0.21,1
PO-1860,2026-05-03,SUP-019,Schneider Electric,UPS Systems,Lithium-ion battery cabinet,Schneider Electric,SCH-US-6741,7,138868.96,972082.72,USD,In Production,J. Marsh,Framework Agreement,2026-05-13,2026-10-06,2026-10-06,2026-10-23,,2026-11-13,Not Shipped,Truck,Mexico,United States,CBUS-02,Flexport,Pending,DAP,Pending,2026-07-11,156,173.0,,17.0,0.774,0.683,0.358,high,True,11,Medium,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2026-11-04,34.9,0.378,0
PO-1861,2026-05-17,SUP-018,Eaton,UPS Systems,Static UPS 750kVA,Vertiv,VER-US-3785,7,410802.41,2875616.87,USD,In Production,L. Tran,Capacity Reservation,2026-05-27,2026-09-19,2026-09-19,2026-09-19,,2026-11-12,Not Shipped,Ocean,Mexico,United States,DFW-03,Expeditors,Pending,FOB,Pending,2026-07-15,125,125.0,,0.0,0.722,0.672,0.331,high,False,20,Medium,DFW-03,150,100000,Phase 1 build,2027-03-15,2026-10-14,2026-09-13,24.3,0.199,0
PO-1862,2025-10-10,SUP-025,Caterpillar,Backup Generators,Day tank & controls package,MTU,MTU-BG-3246,3,1425079.11,4275237.33,EUR,In Production,J. Marsh,Master Supply Agreement,2025-10-23,2026-10-25,2026-10-25,2027-04-12,,2026-12-14,Not Shipped,Truck,Germany,United States,DFW-03,DB Schenker,Pending,DDP,Pending,2026-07-14,380,549.0,,169.0,0.899,0.601,0.446,critical,False,18,High,DFW-03,150,100000,Phase 1 build,2027-03-15,2026-10-14,2027-06-07,39.0,0.349,1
PO-1863,2025-10-29,SUP-015,Vertiv,Cooling Systems,Rear-door heat exchanger,Boyd,BOY-CS-2389,10,225680.36,2256803.6,USD,Delivered,J. Marsh,Master Supply Agreement,2025-11-14,2026-04-03,2026-04-03,2026-06-27,2026-06-27,2026-12-01,Delivered,Truck,United States,United States,CBUS-02,DHL Industrial Projects,Not required,DAP,Received,2026-07-13,156,241.0,241.0,85.0,0.864,0.595,0.443,high,True,25,Medium,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2026-06-27,51.9,0.315,0
PO-1864,2025-12-19,SUP-005,NVIDIA Networking,InfiniBand Switches,NDR 400G cable set,NVIDIA Networking,NVI-IS-8634,68,44053.42,2995632.56,USD,Delivered,S. Park,Framework Agreement,2025-12-29,2026-04-16,2026-04-16,2026-06-21,2026-06-21,2026-04-29,Delivered,Air,Israel,United States,PHX-04,Flexport,Cleared,EXW,Received,2026-07-14,118,184.0,184.0,66.0,0.929,0.593,0.436,critical,False,12,High,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-06-21,22.1,1.0,1
PO-1865,2025-05-12,SUP-005,NVIDIA Networking,InfiniBand Switches,Quantum-2 QM9700 switch,NVIDIA Networking,NVI-IS-6966,48,43822.06,2103458.88,USD,Delivered,K. Osei,Spot PO,2025-05-25,2025-09-17,2025-09-17,2026-01-12,2026-01-12,2025-11-09,Delivered,Air,Israel,United States,DFW-03,Expeditors,Cleared,FOB,Received,2026-07-13,128,245.0,245.0,117.0,0.929,0.593,0.436,critical,False,7,High,DFW-03,150,100000,Phase 1 build,2027-03-15,2026-10-14,2026-01-12,22.1,1.0,1
PO-1866,2026-05-10,SUP-D01,WWT,Network Equipment,800G data center switch,Cisco,CIS-NE-2674,41,72752.67,2982859.47,USD,In Production,L. Tran,Spot PO,2026-05-17,2026-08-10,2026-08-10,2026-08-10,,2026-08-14,Not Shipped,Air,Mexico,United States,PHX-04,Flexport,Pending,FOB,Pending,2026-07-14,92,92.0,,0.0,0.674,0.686,0.352,high,True,21,Medium,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-08-07,26.2,0.268,0
PO-1867,2025-09-16,SUP-005,NVIDIA Networking,InfiniBand Switches,Quantum-2 QM9700 switch,NVIDIA Networking,NVI-IS-6966,37,44137.44,1633085.28,USD,Delivered,K. Osei,Framework Agreement,2025-09-26,2026-02-17,2026-02-17,2026-04-30,2026-04-30,2026-03-04,Delivered,Ocean,Israel,United States,CBUS-02,Expeditors,Cleared,CIF,Received,2026-07-12,154,226.0,226.0,72.0,0.929,0.593,0.436,critical,False,13,High,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2026-04-30,22.1,1.0,1
PO-1868,2026-02-12,SUP-D03,Graybar,UPS Systems,Lithium-ion battery cabinet,Schneider Electric,SCH-US-6741,4,140928.71,563714.84,USD,Shipped,M. Delgado,Master Supply Agreement,2026-02-21,2026-07-17,2026-07-17,2026-07-17,,2026-11-15,In Transit,Truck,Mexico,United States,CBUS-02,DHL Industrial Projects,Pending,FOB,Pending,2026-07-11,155,155.0,,0.0,0.78,0.649,0.386,high,True,12,Medium,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2026-07-17,35.9,0.175,0
PO-1869,2025-10-26,SUP-025,Caterpillar,Backup Generators,3MW diesel genset,Cummins,CUM-BG-9282,3,1549484.44,4648453.32,USD,In Production,S. Park,Framework Agreement,2025-11-03,2026-09-24,2026-09-24,2027-01-07,,2026-09-26,Not Shipped,Truck,United States,United States,CBUS-02,DB Schenker,Not required,EXW,Pending,2026-07-12,333,438.0,,105.0,0.899,0.601,0.446,critical,False,19,High,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2027-02-08,39.0,0.349,1
PO-1870,2025-11-21,SUP-024,Legrand,Racks,Cable management kit,Legrand,LEG-R-1456,88,12333.08,1085311.04,USD,Delivered,L. Tran,Capacity Reservation,2025-12-06,2026-01-13,2026-01-13,2026-01-23,2026-01-23,2026-01-14,Delivered,Truck,Mexico,United States,PHX-04,DB Schenker,Cleared,CIF,Received,2026-07-14,53,63.0,63.0,10.0,0.826,0.639,0.374,low,True,46,Low,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-01-23,9.9,0.224,1
PO-1871,2026-06-28,SUP-D02,Insight Enterprises,Network Equipment,DCI router,Arista,ARI-NE-3645,26,48919.93,1271918.18,USD,In Production,S. Park,Framework Agreement,2026-07-10,2026-09-13,2026-09-13,2026-09-20,,2026-10-14,Not Shipped,Ocean,United States,United States,RIC-05,DB Schenker,Not required,DAP,Pending,2026-07-15,77,84.0,,7.0,0.703,0.675,0.352,high,True,25,Medium,RIC-05,90,60000,Phase 3 expansion,2026-12-14,2026-09-14,2026-10-07,22.0,0.21,0
PO-1872,2025-10-13,SUP-D01,WWT,GPU Servers,HGX H200 8-GPU server,Foxconn Industrial,FOX-GS-7560,47,174905.75,8220570.25,USD,Delivered,S. Park,Framework Agreement,2025-10-23,2025-12-28,2025-12-28,2025-12-23,2025-12-23,2026-01-29,Delivered,Air,Taiwan,United States,ATL-01,DHL Industrial Projects,Cleared,EXW,Received,2026-07-12,76,71.0,71.0,-5.0,0.674,0.686,0.352,critical,False,18,High,ATL-01,120,80000,Phase 2 expansion,2027-02-12,2026-10-14,2025-12-23,26.2,0.274,0
PO-1873,2025-07-19,SUP-D02,Insight Enterprises,Power Distribution Units,Floor PDU 400kVA,Vertiv,VER-PDU-3281,72,30281.89,2180296.08,USD,Delivered,M. Delgado,Spot PO,2025-08-02,2025-10-23,2025-10-23,2025-10-18,2025-10-18,2025-10-29,Delivered,Truck,Mexico,United States,SLC-08,DHL Industrial Projects,Cleared,CIF,Received,2026-07-13,96,91.0,91.0,-5.0,0.703,0.675,0.352,medium,False,28,Low,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2025-10-18,22.0,0.213,0
PO-1874,2026-01-23,SUP-019,Schneider Electric,UPS Systems,Static UPS 750kVA,Vertiv,VER-US-3785,9,421111.93,3790007.37,USD,Delivered,L. Tran,Spot PO,2026-02-07,2026-06-09,2026-06-09,2026-06-07,2026-06-07,2026-06-12,Delivered,Ocean,Mexico,United States,CBUS-02,Expeditors,Cleared,DDP,Received,2026-07-11,137,135.0,135.0,-2.0,0.774,0.683,0.358,high,True,16,Medium,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2026-06-07,34.9,0.378,0
PO-1875,2026-01-07,SUP-005,NVIDIA Networking,InfiniBand Switches,Quantum-2 QM9700 switch,NVIDIA Networking,NVI-IS-6966,62,48685.15,3018479.3,USD,In Production,M. Delgado,Capacity Reservation,2026-01-15,2026-05-20,2026-05-20,2026-10-03,,2026-05-24,Not Shipped,Ocean,Israel,United States,CBUS-02,DB Schenker,Pending,DAP,Pending,2026-07-12,133,269.0,,136.0,0.929,0.593,0.436,critical,False,11,High,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2026-10-07,22.1,1.0,1
PO-1876,2025-12-14,SUP-006,Arista,Network Equipment,DCI router,Arista,ARI-NE-3645,20,49190.18,983803.6,USD,Delivered,K. Osei,Master Supply Agreement,2026-01-01,2026-03-11,2026-03-11,2026-03-08,2026-03-08,2026-03-17,Delivered,Air,United States,United States,PHX-04,DHL Industrial Projects,Not required,EXW,Received,2026-07-13,87,84.0,84.0,-3.0,0.873,0.55,0.493,high,True,21,Medium,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-03-08,14.1,0.19,0
PO-1877,2026-04-28,SUP-016,Motivair,Cooling Systems,CRAH unit,Boyd,BOY-CS-3924,33,138965.74,4585869.42,USD,In Production,A. Whitfield,Spot PO,2026-05-15,2026-10-04,2026-10-04,2026-11-11,,2026-10-03,Not Shipped,Truck,United States,United States,ATL-01,DB Schenker,Not required,FOB,Pending,2026-07-11,159,197.0,,38.0,0.956,0.55,0.485,high,False,22,Medium,ATL-01,120,80000,Phase 2 expansion,2027-02-12,2026-10-14,2026-12-10,25.9,0.355,1
PO-1878,2026-04-06,SUP-D02,Insight Enterprises,Power Distribution Units,Overhead busway 1600A,Vertiv,VER-PDU-9983,212,10222.43,2167155.16,USD,Delivered,A. Whitfield,Framework Agreement,2026-04-11,2026-07-14,2026-07-14,2026-07-10,2026-07-10,2026-10-31,Delivered,Ocean,Mexico,United States,ATL-01,Kuehne+Nagel,Cleared,FOB,Received,2026-07-12,99,95.0,95.0,-4.0,0.703,0.675,0.352,medium,True,27,Low,ATL-01,120,80000,Phase 2 expansion,2027-02-12,2026-10-14,2026-07-10,22.0,0.213,0
PO-1879,2026-06-18,SUP-014,York,Chillers,Air-cooled screw chiller,York,YOR-C-6974,5,301653.62,1508268.1,USD,In Production,M. Delgado,Framework Agreement,2026-07-02,2027-04-03,2027-04-03,2027-04-07,,2026-12-23,Not Shipped,Ocean,Mexico,United States,PHX-04,Kuehne+Nagel,Pending,EXW,Pending,2026-07-12,289,293.0,,4.0,0.705,0.693,0.315,critical,False,7,High,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2027-07-15,26.0,0.158,1
PO-1880,2026-01-03,SUP-001,Supermicro,GPU Servers,MGX GPU server,Foxconn Industrial,FOX-GS-6571,42,256637.64,10778780.88,USD,Delivered,K. Osei,Framework Agreement,2026-01-16,2026-03-29,2026-03-29,2026-05-16,2026-05-16,2026-04-22,Delivered,Ocean,Taiwan,United States,PHX-04,DHL Industrial Projects,Cleared,DAP,Received,2026-07-11,85,133.0,133.0,48.0,0.896,0.55,0.483,critical,False,6,High,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-05-16,17.9,0.236,1
PO-1881,2026-05-17,SUP-004,NVIDIA,NVIDIA GPU Systems,DGX B200 system,NVIDIA,NVI-NGS-2152,15,403126.88,6046903.2,USD,In Production,A. Whitfield,Master Supply Agreement,2026-06-01,2026-10-15,2026-10-15,2026-10-28,,2026-11-19,Not Shipped,Air,Taiwan,United States,SLC-08,Expeditors,Pending,FOB,Pending,2026-07-11,151,164.0,,13.0,0.907,0.591,0.416,critical,False,10,High,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2026-11-17,23.2,1.0,0
PO-1882,2026-07-05,SUP-D02,Insight Enterprises,Power Distribution Units,Floor PDU 400kVA,Vertiv,VER-PDU-3281,264,29163.44,7699148.16,USD,Ordered,A. Whitfield,Spot PO,2026-07-24,2026-10-18,2026-10-18,2026-10-18,,2027-01-19,Not Shipped,Truck,Mexico,United States,PHX-04,Kuehne+Nagel,Pending,CIF,Pending,2026-07-11,105,105.0,,0.0,0.703,0.675,0.352,medium,True,44,Low,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-10-18,22.0,0.213,0
PO-1883,2025-10-07,SUP-003,Foxconn Industrial,GPU Servers,4U 8-GPU air-cooled server,Foxconn Industrial,FOX-GS-6957,37,265585.13,9826649.81,USD,Delivered,L. Tran,Spot PO,2025-10-18,2026-01-21,2026-01-21,2026-03-22,2026-03-22,2027-01-07,Delivered,Air,Taiwan,United States,SLC-08,Flexport,Cleared,FOB,Received,2026-07-14,106,166.0,166.0,60.0,0.864,0.567,0.437,critical,False,6,High,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2026-03-22,18.8,0.23,0
PO-1884,2026-07-11,SUP-021,Pure Storage,Storage Systems,All-flash storage array,Dell,DEL-SS-6796,4,456408.83,1825635.32,USD,Ordered,S. Park,Framework Agreement,2026-07-18,2026-09-20,2026-09-20,2026-09-26,,2026-11-24,Not Shipped,Air,Mexico,Ireland,DUB-06,Flexport,Pending,DAP,Pending,2026-07-13,71,77.0,,6.0,0.63,0.657,0.346,high,True,15,Medium,DUB-06,100,70000,Phase 1 build,2027-06-14,2026-12-14,2026-10-07,12.8,0.115,0
PO-1885,2026-05-12,SUP-007,Cisco,Network Equipment,800G data center switch,Arista,ARI-NE-6109,38,24689.14,938187.32,USD,In Production,M. Delgado,Capacity Reservation,2026-05-24,2026-08-01,2026-08-01,2026-08-01,,2026-08-17,Not Shipped,Truck,United States,United States,DFW-03,Expeditors,Not required,EXW,Pending,2026-07-11,81,81.0,,0.0,0.623,0.661,0.354,high,True,11,Medium,DFW-03,150,100000,Phase 1 build,2027-03-15,2026-10-14,2026-08-01,15.1,0.146,0
PO-1886,2025-09-15,SUP-004,NVIDIA,NVIDIA GPU Systems,DGX B200 system,NVIDIA,NVI-NGS-2152,7,422206.83,2955447.81,USD,Delivered,A. Whitfield,Spot PO,2025-10-01,2026-01-26,2026-01-26,2026-01-21,2026-01-21,2027-01-23,Delivered,Air,Taiwan,United States,PHX-04,DHL Industrial Projects,Cleared,FOB,Received,2026-07-11,133,128.0,128.0,-5.0,0.907,0.591,0.416,critical,False,20,High,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-01-21,23.2,1.0,0
PO-1887,2025-09-21,SUP-004,NVIDIA,NVIDIA GPU Systems,DGX B200 system,NVIDIA,NVI-NGS-2152,5,432628.83,2163144.15,USD,Delivered,A. Whitfield,Spot PO,2025-10-11,2026-01-29,2026-01-29,2026-04-21,2026-04-21,2026-03-21,Delivered,Air,Taiwan,United States,SLC-08,Expeditors,Cleared,CIF,Received,2026-07-11,130,212.0,212.0,82.0,0.907,0.591,0.416,critical,False,14,High,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2026-04-21,23.2,1.0,1
PO-1888,2025-12-07,SUP-013,Trane,Chillers,Air-cooled screw chiller,York,YOR-C-6974,8,311278.23,2490225.84,USD,In Production,K. Osei,Framework Agreement,2025-12-22,2026-08-20,2026-08-20,2027-01-07,,2026-11-03,Not Shipped,Ocean,Mexico,United States,PHX-04,DB Schenker,Pending,EXW,Pending,2026-07-13,256,396.0,,140.0,0.799,0.585,0.464,critical,False,15,High,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2027-01-25,33.5,0.393,1
PO-1889,2025-07-10,SUP-025,Caterpillar,Backup Generators,2.5MW gas genset,Cummins,CUM-BG-8832,2,1602637.04,3205274.08,USD,In Production,L. Tran,Master Supply Agreement,2025-07-15,2026-04-03,2026-04-03,2026-09-21,,2026-04-06,Not Shipped,Truck,United States,United States,CBUS-02,DB Schenker,Not required,FOB,Pending,2026-07-14,267,438.0,,171.0,0.899,0.601,0.446,critical,True,13,High,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2026-09-24,39.0,0.349,1
PO-1890,2026-04-19,SUP-015,Vertiv,UPS Systems,Static UPS 750kVA,Vertiv,VER-US-3785,6,433963.04,2603778.24,USD,In Production,M. Delgado,Capacity Reservation,2026-04-24,2026-10-04,2026-10-04,2026-11-19,,2026-10-07,Not Shipped,Truck,Mexico,United States,CBUS-02,DHL Industrial Projects,Pending,DAP,Pending,2026-07-15,168,214.0,,46.0,0.864,0.595,0.443,high,True,14,Medium,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2026-12-28,51.9,0.248,1
PO-1891,2025-12-31,SUP-008,Juniper,Network Equipment,800G data center switch,Cisco,CIS-NE-2674,51,65306.97,3330655.47,USD,Delivered,J. Marsh,Capacity Reservation,2026-01-11,2026-03-17,2026-03-17,2026-03-12,2026-03-12,2026-11-08,Delivered,Air,Mexico,United States,CBUS-02,Expeditors,Cleared,EXW,Received,2026-07-15,76,71.0,71.0,-5.0,0.634,0.711,0.321,high,True,30,Medium,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2026-03-12,14.7,0.185,0
PO-1892,2026-06-12,SUP-004,NVIDIA,NVIDIA GPU Systems,DGX B200 system,NVIDIA,NVI-NGS-2152,11,423767.54,4661442.94,USD,In Production,L. Tran,Master Supply Agreement,2026-06-17,2026-12-10,2026-12-10,2026-12-17,,2027-02-18,Not Shipped,Air,Taiwan,United States,PHX-04,Expeditors,Pending,CIF,Pending,2026-07-15,181,188.0,,7.0,0.907,0.591,0.416,critical,False,10,High,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2027-02-20,23.2,1.0,1
PO-1893,2025-09-14,SUP-015,Vertiv,Cooling Systems,Liquid cooling CDU,Vertiv,VER-CS-2673,6,89407.05,536442.3,USD,Delivered,A. Whitfield,Framework Agreement,2025-09-25,2026-03-26,2026-03-26,2026-06-28,2026-06-28,2026-04-28,Delivered,Air,Mexico,United States,SLC-08,Kuehne+Nagel,Cleared,DAP,Received,2026-07-11,193,287.0,287.0,94.0,0.864,0.595,0.443,high,False,26,Medium,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2026-06-28,51.9,0.315,1
PO-1894,2026-04-23,SUP-008,Juniper,Network Equipment,Top-of-rack switch,Cisco,CIS-NE-9652,31,36061.07,1117893.17,USD,Delivered,K. Osei,Master Supply Agreement,2026-05-13,2026-07-09,2026-07-09,2026-07-05,2026-07-05,2026-10-11,Delivered,Ocean,Mexico,United States,ATL-01,Flexport,Cleared,FOB,Received,2026-07-14,77,73.0,73.0,-4.0,0.634,0.711,0.321,high,True,17,Medium,ATL-01,120,80000,Phase 2 expansion,2027-02-12,2026-10-14,2026-07-05,14.7,0.185,0
PO-1895,2025-07-24,SUP-006,Arista,Network Equipment,Top-of-rack switch,Juniper,JUN-NE-2491,97,68562.62,6650574.14,USD,Delivered,S. Park,Master Supply Agreement,2025-08-09,2025-10-23,2025-10-23,2025-12-16,2025-12-16,2027-02-11,Delivered,Air,United States,United States,PHX-04,Flexport,Not required,EXW,Received,2026-07-12,91,145.0,145.0,54.0,0.873,0.55,0.493,high,True,14,Medium,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2025-12-16,14.1,0.19,0
PO-1896,2026-01-29,SUP-006,Arista,Network Equipment,Top-of-rack switch,Cisco,CIS-NE-9652,98,39224.5,3844001.0,USD,Delivered,M. Delgado,Capacity Reservation,2026-02-09,2026-05-21,2026-05-21,2026-06-17,2026-06-17,2026-06-21,Delivered,Air,Mexico,United States,CBUS-02,DB Schenker,Cleared,DDP,Received,2026-07-12,112,139.0,139.0,27.0,0.873,0.55,0.493,high,True,12,Medium,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2026-06-17,14.1,0.19,0
PO-1897,2026-07-01,SUP-001,Supermicro,GPU Servers,HGX H200 8-GPU server,Foxconn Industrial,FOX-GS-7560,35,202806.15,7098215.25,USD,In Production,M. Delgado,Capacity Reservation,2026-07-06,2026-09-18,2026-09-18,2026-09-26,,2026-08-11,Not Shipped,Air,Taiwan,United States,RIC-05,Flexport,Pending,FOB,Pending,2026-07-13,79,87.0,,8.0,0.896,0.55,0.483,critical,False,19,High,RIC-05,90,60000,Phase 3 expansion,2026-12-14,2026-09-14,2026-11-07,17.9,0.236,1
PO-1898,2026-01-05,SUP-012,Carrier,Chillers,Air-cooled screw chiller,Trane,TRA-C-6726,7,683244.25,4782709.75,USD,In Production,M. Delgado,Spot PO,2026-01-23,2026-09-02,2026-09-02,2026-09-02,,2026-10-09,Not Shipped,Truck,United States,United States,PHX-04,Kuehne+Nagel,Not required,DAP,Pending,2026-07-12,240,240.0,,0.0,0.653,0.7,0.327,critical,False,17,High,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-08-27,33.4,0.449,0
PO-1899,2025-11-12,SUP-D03,Graybar,UPS Systems,1.2MW modular UPS,Vertiv,VER-US-6447,8,113656.34,909250.72,USD,Delivered,L. Tran,Framework Agreement,2025-12-01,2026-03-31,2026-03-31,2026-03-29,2026-03-29,2026-08-28,Delivered,Truck,Mexico,United States,RIC-05,DB Schenker,Cleared,EXW,Received,2026-07-12,139,137.0,137.0,-2.0,0.78,0.649,0.386,high,False,27,Medium,RIC-05,90,60000,Phase 3 expansion,2026-12-14,2026-09-14,2026-03-29,35.9,0.175,0
PO-1900,2025-09-11,SUP-023,Rittal,Racks,Cable management kit,Rittal,RIT-R-5537,58,3653.25,211888.5,EUR,Delivered,K. Osei,Master Supply Agreement,2025-09-19,2025-10-21,2025-10-21,2025-10-19,2025-10-19,2026-11-26,Delivered,Truck,Germany,United States,CBUS-02,Flexport,Cleared,FOB,Received,2026-07-13,40,38.0,38.0,-2.0,0.604,0.712,0.316,low,False,38,Low,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2025-10-19,12.1,0.272,0
PO-1901,2026-03-25,SUP-017,Boyd,Cooling Systems,CRAH unit,Boyd,BOY-CS-3924,23,146893.04,3378539.92,USD,In Production,K. Osei,Framework Agreement,2026-04-02,2026-09-16,2026-09-16,2027-01-02,,2026-09-27,Not Shipped,Air,United States,Ireland,DUB-06,DB Schenker,Not required,DDP,Pending,2026-07-11,175,283.0,,108.0,0.924,0.55,0.492,high,True,17,Medium,DUB-06,100,70000,Phase 1 build,2027-06-14,2026-12-14,2027-03-02,29.5,0.33,1
PO-1902,2026-05-17,SUP-D01,WWT,Network Equipment,DCI router,Arista,ARI-NE-3645,71,50137.3,3559748.3,USD,Shipped,L. Tran,Spot PO,2026-05-27,2026-08-02,2026-08-02,2026-08-02,,2026-08-19,In Transit,Ocean,United States,United States,CBUS-02,DB Schenker,Not required,CIF,Pending,2026-07-11,77,77.0,,0.0,0.674,0.686,0.352,high,True,17,Medium,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2026-07-30,26.2,0.268,0
PO-1903,2025-11-18,SUP-D01,WWT,Racks,48U server rack,Legrand,LEG-R-6340,184,10124.4,1862889.6,USD,Delivered,J. Marsh,Capacity Reservation,2025-12-01,2026-01-25,2026-01-25,2026-01-23,2026-01-23,2026-01-29,Delivered,Truck,Mexico,United States,PHX-04,Expeditors,Cleared,CIF,Received,2026-07-15,68,66.0,66.0,-2.0,0.674,0.686,0.352,low,True,59,Low,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-01-23,26.2,0.166,0
